layer_id	Title	Thesaurus	Placekey
TG00ASTRT	UA Census Tracts, 1990 - American Samoa	GNIS	American Samoa
TG00ASTRT00	UA Census Tracts, 2000 - American Samoa	GNIS	American Samoa
TG00ASUNI	UA Census Unified School Districts, 2000 - American Samoa	GNIS	American Samoa
TG00ASURB00	UA Census Urbanized Areas, 2000 - American Samoa	GNIS	American Samoa
TG00ASWAT	UA Census Water Bodies, 2000 - American Samoa	GNIS	American Samoa
TG00AZAIR	UA Census American Indian Reservations, 1990 - Arizona	GNIS	Arizona
TG00AZAIR00	UA Census American Indian Reservations, 2000 - Arizona	GNIS	Arizona
TG00AZAITS	UA Census American Indian Tribal Subdivisions, 2000 - Arizona	GNIS	Arizona
TG00AZBLK	UA Census Blocks, 1990 - Arizona	GNIS	Arizona
TG00AZBLK00	UA Census Blocks, 2000 - Arizona	GNIS	Arizona
TG00AZCCD	UA Census County Subdivisions, 1990 - Arizona	GNIS	Arizona
TG00AZCCD00	UA Census County Subdivisions, 2000 - Arizona	GNIS	Arizona
TG00AZCD106	UA Census Congressional Districts, 2000 - Arizona	GNIS	Arizona
TG00AZCDC	UA Census Congressional Districts, 1990 - Arizona	GNIS	Arizona
TG00AZCOLBLK	UA Census Collection Blocks, 2000 - Arizona	GNIS	Arizona
TG00AZCTY	UA Census Counties, 1990 - Arizona	GNIS	Arizona
TG00AZCTY00	UA Census Counties, 2000 - Arizona	GNIS	Arizona
TG00AZELM	UA Census Elementary School Districts, 2000 - Arizona	GNIS	Arizona
TG00AZGRP	UA Census Block Groups, 1990 - Arizona	GNIS	Arizona
TG00AZGRP00	UA Census Block Groups, 2000 - Arizona	GNIS	Arizona
TG00AZKGL	UA Census Key Geographic Locations, 2000 - Arizona	GNIS	Arizona
TG00AZLKA	UA Census Class A Roads, 2000 - Arizona	GNIS	Arizona
TG00AZLKB	UA Census Railroads, 2000 - Arizona	GNIS	Arizona
TG00AZLKC	UA Census Miscellaneous Ground Transportation Features, 2000 - Arizona	GNIS	Arizona
TG00AZLKD	UA Census Landmark Line Features, 2000 - Arizona	GNIS	Arizona
TG00AZLKE	UA Census Physical Features, 2000 - Arizona	GNIS	Arizona
TG00AZLKF	UA Census Non-Visible Boundaries, 2000 - Arizona	GNIS	Arizona
TG00AZLKH	UA Census Hydrographic Features, 2000 - Arizona	GNIS	Arizona
TG00AZLPT	UA Census Landmark Point Features, 2000 - Arizona	GNIS	Arizona
TG00AZLPY	UA Census Landmark Polygon Features, 2000 - Arizona	GNIS	Arizona
TG00AZMSA00	UA Census Metropolitan Statistical Areas, 2000 - Arizona	GNIS	Arizona
TG00AZPLC	UA Census Places, 1990 - Arizona	GNIS	Arizona
TG00AZPLC00	UA Census Places, 2000 - Arizona	GNIS	Arizona
TG00AZPUMA	UA Census Public Use Microdata Areas, 2000 - Arizona	GNIS	Arizona
TG00AZSLDL	UA Census State Legislative Districts (Lower Chamber), 2000 - Arizona	GNIS	Arizona
TG00AZSLDU	UA Census State Legislative Districts (Upper Chamber), 2000 - Arizona	GNIS	Arizona
TG00AZTAZ	UA Census Traffic Analysis Zones, 2000 - Arizona	GNIS	Arizona
TG00AZTRT	UA Census Tracts, 1990 - Arizona	GNIS	Arizona
TG00AZTRT00	UA Census Tracts, 2000 - Arizona	GNIS	Arizona
TG00AZUNI	UA Census Unified School Districts, 2000 - Arizona	GNIS	Arizona
TG00AZURB	UA Census Urbanized Areas, 1990 - Arizona	GNIS	Arizona
TG00AZURB00	UA Census Urbanized Areas, 2000 - Arizona	GNIS	Arizona
TG00AZVOT00	UA Census Voting Districts, 2000 - Arizona	GNIS	Arizona
TG00AZWAT	UA Census Water Bodies, 2000 - Arizona	GNIS	Arizona
TG00AZZCTA	UA Census Zip Code Tabulation Areas, 2000 - Arizona	GNIS	Arizona
TG00CAAIR	UA Census American Indian Reservations, 1990 - California	GNIS	California
TG00CAAIR00	UA Census American Indian Reservations, 2000 - California	GNIS	California
TG00CABLK	UA Census Blocks, 1990 - California	GNIS	California
TG00CABLK00	UA Census Blocks, 2000 - California	GNIS	California
TG00CACCD	UA Census County Subdivisions, 1990 - California	GNIS	California
TG00CACCD00	UA Census County Subdivisions, 2000 - California	GNIS	California
TG00CACD106	UA Census Congressional Districts, 2000 - California	GNIS	California
TG00CACDC	UA Census Congressional Districts, 1990 - California	GNIS	California
TG00CACOLBLK	UA Census Collection Blocks, 2000 - California	GNIS	California
TG00CACTY	UA Census Counties, 1990 - California	GNIS	California
TG00CACTY00	UA Census Counties, 2000 - California	GNIS	California
TG00CAELM	UA Census Elementary School Districts, 2000 - California	GNIS	California
TG00CAGRP	UA Census Block Groups, 1990 - California	GNIS	California
TG00CAGRP00	UA Census Block Groups, 2000 - California	GNIS	California
TG00CAKGL	UA Census Key Geographic Locations, 2000 - California	GNIS	California
TG00CALKA	UA Census Class A Roads, 2000 - California	GNIS	California
TG00CALKB	UA Census Railroads, 2000 - California	GNIS	California
TG00CALKC	UA Census Miscellaneous Ground Transportation Features, 2000 - California	GNIS	California
TG00CALKD	UA Census Landmark Line Features, 2000 - California	GNIS	California
TG00CALKE	UA Census Physical Features, 2000 - California	GNIS	California
TG00CALKF	UA Census Non-Visible Boundaries, 2000 - California	GNIS	California
TG00CALKH	UA Census Hydrographic Features, 2000 - California	GNIS	California
TG00CALPT	UA Census Landmark Point Features, 2000 - California	GNIS	California
TG00CALPY	UA Census Landmark Polygon Features, 2000 - California	GNIS	California
TG00CAMSA00	UA Census Metropolitan Statistical Areas, 2000 - California	GNIS	California
TG00CAPLC	UA Census Places, 1990 - California	GNIS	California
TG00CAPLC00	UA Census Places, 2000 - California	GNIS	California
TG00CAPMS00	UA Census Primary Metropolitan Statistical Areas, 2000 - California	GNIS	California
TG00CAPUMA	UA Census Public Use Microdata Areas, 2000 - California	GNIS	California
TG00CASEC	UA Census Secondary School Districts, 2000 - California	GNIS	California
TG00CATAZ	UA Census Traffic Analysis Zones, 2000 - California	GNIS	California
TG00CATRT	UA Census Tracts, 1990 - California	GNIS	California
TG00CATRT00	UA Census Tracts, 2000 - California	GNIS	California
TG00CAUNI	UA Census Unified School Districts, 2000 - California	GNIS	California
TG00CAURB	UA Census Urbanized Areas, 1990 - California	GNIS	California
TG00CAURB00	UA Census Urbanized Areas, 2000 - California	GNIS	California
TG00CAWAT	UA Census Water Bodies, 2000 - California	GNIS	California
TG00CAZCTA	UA Census Zip Code Tabulation Areas, 2000 - California	GNIS	California
TG00COAIR	UA Census American Indian Reservations, 1990 - Colorado	GNIS	Colorado
TG00COAIR00	UA Census American Indian Reservations, 2000 - Colorado	GNIS	Colorado
TG00COBLK	UA Census Blocks, 1990 - Colorado	GNIS	Colorado
TG00COBLK00	UA Census Blocks, 2000 - Colorado	GNIS	Colorado
TG00COCCD	UA Census County Subdivisions, 1990 - Colorado	GNIS	Colorado
TG00COCCD00	UA Census County Subdivisions, 2000 - Colorado	GNIS	Colorado
TG00COCD106	UA Census Congressional Districts, 1990 - Colorado	GNIS	Colorado
TG00COCDC	UA Census Congressional Districts, 2000 - Colorado	GNIS	Colorado
TG00COCOLBLK	UA Census Collection Blocks, 2000 - Colorado	GNIS	Colorado
TG00COCTY	UA Census Counties, 1990 - Colorado	GNIS	Colorado
TG00COCTY00	UA Census Block Groups, 2000 - Colorado	GNIS	Colorado
TG00COGRP	UA Census Block Groups, 1990 - Colorado	GNIS	Colorado
TG00COGRP00	UA Census Block Groups, 2000 - Colorado	GNIS	Colorado
TG00COKGL	UA Census Key Geographic Locations, 2000 - Colorado	GNIS	Colorado
TG00COLKA	UA Census Class A Roads, 2000 - Colorado	GNIS	Colorado
TG00COLKB	UA Census Railroads, 2000 - Colorado	GNIS	Colorado
TG00COLKC	UA Census Miscellaneous Ground Transportation Features, 2000 - Colorado	GNIS	Colorado
TG00COLKD	UA Census Landmark Line Features, 2000 - Colorado	GNIS	Colorado
TG00COLKE	UA Census Physical Features, 2000 - Colorado	GNIS	Colorado
TG00COLKF	UA Census Non-Visible Boundaries, 2000 - Colorado	GNIS	Colorado
TG00COLKH	UA Census Hydrographic Features, 2000 - Colorado	GNIS	Colorado
TG00COLPT	UA Census Landmark Point Features, 2000 - Colorado	GNIS	Colorado
TG00COLPY	UA Census Landmark Polygon Features, 2000 - Colorado	GNIS	Colorado
TG00COMSA00	UA Census Metropolitan Statistical Areas, 2000 - Colorado	GNIS	Colorado
TG00COPLC	UA Census Places, 1990 - Colorado	GNIS	Colorado
TG00COPLC00	UA Census Places, 2000 - Colorado	GNIS	Colorado
TG00COPMS00	UA Census Primary Metropolitan Statistical Areas, 2000 - Colorado	GNIS	Colorado
TG00COPUMA	Census Public Use Microdata Areas, 2000 - Colorado	GNIS	Colorado
TG00COSLDL	UA Census State Legislative Districts (Lower Chamber), 2000 - Colorado	GNIS	Colorado
TG00COSLDU	UA Census State Legislative Districts (Upper Chamber), 2000 - Colorado	GNIS	Colorado
TG00COTAZ	UA Census Traffic Analysis Zones, 2000 - Colorado	GNIS	Colorado
TG00COTRT	UA Census Tracts, 1990 - Colorado	GNIS	Colorado
TG00COTRT00	UA Census Tracts, 2000 - Colorado	GNIS	Colorado
TG00COUNI	UA Census Unified School Districts, 2000 - Colorado	GNIS	Colorado
TG00COURB	UA Census Urbanized Areas, 1990 - Colorado	GNIS	Colorado
TG00COURB00	UA Census Urbanized Areas, 2000 - Colorado	GNIS	Colorado
TG00COVOT00	UA Census Voting Districts, 2000 - Colorado	GNIS	Colorado
TG00COWAT	UA Census Water Bodies, 2000 - Colorado	GNIS	Colorado
TG00COZCTA	UA Census Zip Code Tabulation Areas, 2000 - Colorado	GNIS	Colorado
TG00CTAIR	UA Census American Indian Reservations, 1990 - Connecticut	GNIS	Connecticut
TG00CTAIR00	UA Census American Indian Reservations, 2000 - Connecticut	GNIS	Connecticut
TG00CTBLK	UA Census Blocks, 1990 - Connecticut	GNIS	California
TG00CTBLK00	UA Census Blocks, 2000 - Connecticut	GNIS	California
TG00CTCCD	UA Census County Subdivisions, 1990 - Connecticut	GNIS	Connecticut
TG00CTCCD00	UA Census County Subdivisions, 2000 - Connecticut	GNIS	Connecticut
TG00CTCD106	UA Census Congressional Districts, 2000 - Connecticut	GNIS	Connecticut
TG00CTCDC	UA Census Congressional Districts, 1990 - Connecticut	GNIS	Connecticut
TG00CTCITY	UA Census Consolidated Cities, 2000 - Connecticut	GNIS	Connecticut
TG00CTCOLBLK	UA Census Collection Blocks, 2000 - Connecticut	GNIS	Connecticut
TG00CTCTY	UA Census Counties, 1990 - Connecticut	GNIS	Connecticut
TG00CTCTY00	UA Census Counties, 2000 - Connecticut	GNIS	Connecticut
TG00CTELM	UA Census Elementary School Districts, 2000 - Connecticut	GNIS	Connecticut
TG00CTGRP	UA Census Block Groups, 1990 - Connecticut	GNIS	Connecticut
TG00CTGRP00	UA Census Block Groups, 2000 - Connecticut	GNIS	Connecticut
TG00CTKGL	UA Census Key Geographic Locations, 2000 - Connecticut	GNIS	Connecticut
TG00CTLKA	UA Census Class A Roads, 2000 - Connecticut	GNIS	Connecticut
TG00CTLKB	UA Census Railroads, 2000 - Connecticut	GNIS	Connecticut
TG00CTLKC	UA Census Miscellaneous Ground Transportation Features, 2000 - Connecticut	GNIS	Connecticut
TG00CTLKD	UA Census Landmark Line Features, 2000 - Connecticut	GNIS	Connecticut
TG00CTLKE	UA Census Physical Features, 2000 - Connecticut	GNIS	Connecticut
TG00CTLKF	UA Census Non-Visible Boundaries, 2000 - Connecticut	GNIS	Connecticut
TG00CTLKH	UA Census Hydrographic Features, 2000 - Connecticut	GNIS	Connecticut
TG00CTLPT	UA Census Landmark Point Features, 2000 - Connecticut	GNIS	Connecticut
TG00CTLPY	UA Census Landmark Polygon Features, 2000 - Connecticut	GNIS	Connecticut
TG00CTMSA00	UA Census Metropolitan Statistical Areas, 2000 - Connecticut	GNIS	Connecticut
TG00CTPLC	UA Census Places, 1990 - Connecticut	GNIS	Connecticut
TG00CTPLC00	UA Census Places, 2000 - Connecticut	GNIS	Connecticut
TG00CTPMS00	UA Census Primary Metropolitan Statistical Areas, 2000 - Connecticut	GNIS	Connecticut
TG00CTPUMA	UA Census Public Use Microdata Areas, 2000 - Connecticut	GNIS	Connecticut
TG00CTSEC	UA Census Secondary School Districts, 2000 - Connecticut	GNIS	Connecticut
TG00CTSLDL	UA Census State Legislative Districts (Lower Chamber), 2000 - Connecticut	GNIS	Connecticut
TG00CTSLDU	UA Census State Legislative Districts (Upper Chamber), 2000 - Connecticut	GNIS	Connecticut
TG00CTTAZ	UA Census Traffic Analysis Zones, 2000 - Connecticut	GNIS	Connecticut
TG00CTTRT	UA Census Tracts, 1990 - Connecticut	GNIS	Connecticut
TG00CTTRT00	UA Census Tracts, 2000 - Connecticut	GNIS	Connecticut
TG00CTUNI	UA Census Unified School Districts, 2000 - Connecticut	GNIS	Connecticut
TG00CTURB	UA Census Urbanized Areas, 1990 - Connecticut	GNIS	Connecticut
TG00CTURB00	UA Census Urbanized Areas, 2000 - Connecticut	GNIS	Connecticut
TG00CTVOT00	UA Census Voting Districts, 2000 - Connecticut	GNIS	Connecticut
TG00CTWAT	UA Census Water Bodies, 2000 - Connecticut	GNIS	Connecticut
TG00CTZCTA	UA Census Zip Code Tabulation Areas, 2000 - Connecticut	GNIS	Connecticut
TG00DCBLK	UA Census Blocks, 1990 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCBLK00	UA Census Blocks, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCCCD	UA Census County Subdivisions, 1990 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCCCD00	UA Census County Subdivisions, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCCD106	UA Census Congressional Districts, 1990 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCCOLBLK	UA Census Collection Blocks, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCCTY	UA Census Counties, 1990 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCCTY00	UA Census Counties, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCGRP	UA Census Block Groups, 1990 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCGRP00	UA Census Block Groups, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCKGL	UA Census Key Geographic Locations, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCLKA	UA Census Class A Roads, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCLKB	UA Census Railroads, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCLKD	UA Census Landmark Line Features, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCLKE	UA Census Physical Features, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCLKF	UA Census Non-Visible Boundaries, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCLKH	UA Census Hydrographic Features, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCLPT	UA Census Landmark Point Features, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCLPY	UA Census Landmark Polygon Features, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCMSA00	UA Census Metropolitan Statistical Areas, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCPLC	UA Census Places, 1990 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCPLC00	UA Census Places, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCPMS00	UA Census Primary Metropolitan Statistical Areas, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCPUMA	UA Census Public Use Microdata Areas, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCTAZ	UA Census Traffic Analysis Zones, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCTRT	UA Census Tracts, 1990 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCTRT00	UA Census Tracts, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCUNI	UA Census Unified School Districts, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCURB	UA Census Urbanized Areas, 1990 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCURB00	UA Census Urbanized Areas, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCVOT00	UA Census Voting Districts, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCWAT	UA Census Water Bodies, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DCZCTA	UA Census Zip Code Tabulation Areas, 2000 - District of Columbia	GNIS	District of Columbia | Washington (D.C.)
TG00DEAIR00	UA Census American Indian Reservations, 2000 - Delaware	GNIS	Delaware
TG00DEBLK	UA Census Blocks, 1990 - Delaware	GNIS	Delaware
TG00DEBLK00	UA Census Blocks, 2000 - Delaware	GNIS	Delaware
TG00DECCD	UA Census County Subdivisions, 1990 - Delaware	GNIS	Delaware
TG00DECCD00	UA Census County Subdivisions, 2000 - Delaware	GNIS	Delaware
TG00DECD106	UA Census Congressional Districts, 2000 - Delaware	GNIS	Delaware
TG00DECDC	UA Census Congressional Districts, 1990 - Delaware	GNIS	Delaware
TG00DECOLBLK	UA Census Collection Blocks, 2000 - Delaware	GNIS	Delaware
TG00DECTY	UA Census Counties, 1990 - Delaware	GNIS	Delaware
TG00DECTY00	UA Census Counties, 2000 - Delaware	GNIS	Delaware
TG00DEGRP	UA Census Block Groups, 1990 - Delaware	GNIS	Delaware
TG00DEGRP00	UA Census Block Groups, 2000 - Delaware	GNIS	Delaware
TG00DEKGL	UA Census Key Geographic Locations, 2000 - Delaware	GNIS	Delaware
TG00DELKA	UA Census Class A Roads, 2000 - Delaware	GNIS	Delaware
TG00DELKB	UA Census Railroads, 2000 - Delaware	GNIS	Delaware
TG00DELKC	UA Census Miscellaneous Ground Transportation Features, 2000 - Delaware	GNIS	Delaware
TG00DELKD	UA Census Landmark Line Features, 2000 - Delaware	GNIS	Delaware
TG00DELKE	UA Census Physical Features, 2000 - Delaware	GNIS	Delaware
TG00DELKF	UA Census Non-Visible Boundaries, 2000 - Delaware	GNIS	Delaware
TG00DELKH	UA Census Hydrographic Features, 2000 - Delaware	GNIS	Delaware
TG00DELPT	UA Census Landmark Point Features, 2000 - Delaware	GNIS	Delaware
TG00DELPY	UA Census Landmark Polygon Features, 2000 - Delaware	GNIS	Delaware
TG00DEMSA00	UA Census Metropolitan Statistical Areas, 2000 - Delaware	GNIS	Delaware
TG00DEPLC	UA Census Places, 1990 - Delaware	GNIS	Delaware
TG00DEPLC00	UA Census Places, 2000 - Delaware	GNIS	Delaware
TG00DEPMS00	UA Census Primary Metropolitan Statistical Areas, 2000 - Delaware	GNIS	Delaware
TG00DEPUMA	UA Census Public Use Microdata Areas, 2000 - Delaware	GNIS	Delaware
TG00DESLDL	UA Census State Legislative Districts (Lower Chamber), 2000 - Delaware	GNIS	Delaware
TG00DESLDU	UA Census State Legislative Districts (Upper Chamber), 2000 - Delaware	GNIS	Delaware
TG00DETRT	UA Census Tracts, 1990 - Delaware	GNIS	Delaware
TG00DETRT00	UA Census Tracts, 2000 - Delaware	GNIS	Delaware
TG00DEUNI	UA Census Unified School Districts, 2000 - Delaware	GNIS	Delaware
TG00DEURB	UA Census Urbanized Areas, 1990 - Delaware	GNIS	Delaware
TG00DEURB00	UA Census Urbanized Areas, 2000 - Delaware	GNIS	Delaware
TG00DEVOT00	UA Census Voting Districts, 2000 - Delaware	GNIS	Delaware
TG00DEWAT	UA Census Water Bodies, 2000 - Delaware	GNIS	Delaware
TG00DEZCTA	UA Census Zip Code Tabulation Areas, 2000 - Delaware	GNIS	Delaware
TG00FLAIR	UA Census American Indian Reservations, 1990 - Florida	GNIS	Florida
TG00FLAIR00	UA Census American Indian Reservations, 2000 - Florida	GNIS	Florida
TG00FLBLK	UA Census Blocks, 1990 - Florida	GNIS	Florida
TG00FLBLK00	UA Census Blocks, 2000 - Florida	GNIS	Florida
TG00FLCCD	UA Census County Subdivisions, 1990 - Florida	GNIS	C
TG00FLCCD00	UA Census County Subdivisions, 2000 - Florida	GNIS	Florida
TG00FLCD106	UA Census Congressional Districts, 2000 - Florida	GNIS	Florida
TG00FLCDC	UA Census Congressional Districts, 1990 - Florida	GNIS	Florida
TG00FLCOLBLK	UA Census Collection Blocks, 2000 - Florida	GNIS	Florida
TG00FLCTY	UA Census Counties, 1990 - Florida	GNIS	Florida
TG00FLCTY00	UA Census Counties, 2000 - Florida	GNIS	Florida
TG00FLGRP	UA Census Block Groups, 1990 - Florida	GNIS	Florida
TG00FLGRP00	UA Census Block Groups, 2000 - Florida	GNIS	Florida
TG00FLKGL	UA Census Key Geographic Locations, 2000 - Florida	GNIS	Florida
TG00FLLKA	UA Census Class A Roads, 2000 - Florida	GNIS	Florida
TG00FLLKB	UA Census Railroads, 2000 - Florida	GNIS	Florida
TG00FLLKC	UA Census Miscellaneous Ground Transportation Features, 2000 - Florida	GNIS	Florida
TG00FLLKD	UA Census Landmark Line Features, 2000 - Florida	GNIS	Florida
TG00FLLKE	UA Census Physical Features, 2000 - Florida	GNIS	Florida
TG00FLLKF	UA Census Non-Visible Boundaries, 2000 - Florida	GNIS	Florida
TG00FLLKH	UA Census Hydrographic Features, 2000 - Florida	GNIS	Florida
TG00FLLPT	UA Census Landmark Point Features, 2000 - Florida	GNIS	Florida
TG00FLLPY	UA Census Landmark Polygon Features, 2000 - Florida	GNIS	Florida
TG00FLMSA00	UA Census Metropolitan Statistical Areas, 2000 - Florida	GNIS	Florida
TG00FLPLC	UA Census Places, 1990 - Florida	GNIS	Florida
TG00FLPLC00	UA Census Places, 2000 - Florida	GNIS	Florida
TG00FLPMS00	UA Census Primary Metropolitan Statistical Areas, 2000 - Florida	GNIS	Florida
TG00FLPUMA	UA Census Public Use Microdata Areas, 2000 - Florida	GNIS	Florida
TG00FLTAZ	UA Census Traffic Analysis Zones, 2000 - Florida	GNIS	Florida
TG00FLTRT	UA Census Tracts, 1990 - Florida	GNIS	Florida
TG00FLTRT00	UA Census Tracts, 2000 - Florida	GNIS	Florida
TG00FLUNI	UA Census Unified School Districts, 2000 - Florida	GNIS	Florida
TG00FLURB	UA Census Urbanized Areas, 1990 - Florida	GNIS	Florida
TG00FLURB00	UA Census Urbanized Areas, 2000 - Florida	GNIS	Florida
TG00FLWAT	UA Census Water Bodies, 2000 - Florida	GNIS	Florida
TG00FLZCTA	UA Census Zip Code Tabulation Areas, 2000 - Florida	GNIS	Florida
TG00GAAIR	UA Census American Indian Reservations, 1990 - Georgia	GNIS	Georgia
TG00GAAIR00	UA Census American Indian Reservations, 2000 - Georgia	GNIS	Georgia
TG00GABLK	UA Census Blocks, 1990 - Georgia	GNIS	Georgia
TG00GABLK00	UA Census Blocks, 2000 - Georgia	GNIS	Georgia
TG00GACCD	UA Census County Subdivisions, 1990 - Georgia	GNIS	Georgia
TG00GACCD00	UA Census County Subdivisions, 2000 - Georgia	GNIS	Georgia
TG00GACD106	UA Census Congressional Districts, 2000 - Georgia	GNIS	Georgia
TG00GACDC	UA Census Congressional Districts, 1990 - Georgia	GNIS	Georgia
TG00GACITY	UA Census Consolidated Cities, 2000 - Georgia	GNIS	Georgia
TG00GACOLBLK	UA Census Collection Blocks, 2000 - Georgia	GNIS	Georgia
TG00GACTY	UA Census Counties, 1990 - Georgia	GNIS	Georgia
TG00GACTY00	UA Census Counties, 2000 - Georgia	GNIS	Georgia
TG00GAGRP	UA Census Block Groups, 1990 - Georgia	GNIS	Georgia
TG00GAGRP00	UA Census Block Groups, 2000 - Georgia	GNIS	Georgia
TG00GAKGL	UA Census Key Geographic Locations, 2000 - Georgia	GNIS	Georgia
TG00GALKA	UA Census Class A Roads, 2000 - Georgia	GNIS	Georgia
TG00GALKB	UA Census Railroads, 2000 - Georgia	GNIS	Georgia
TG00GALKC	UA Census Miscellaneous Ground Transportation Features, 2000 - Georgia	GNIS	Georgia
TG00GALKD	UA Census Landmark Line Features, 2000 - Georgia	GNIS	Georgia
TG00GALKE	UA Census Physical Features, 2000 - Georgia	GNIS	Georgia
TG00GALKF	UA Census Non-Visible Boundaries, 2000 - Georgia	GNIS	Georgia
TG00GALKH	UA Census Hydrographic Features, 2000 - Georgia	GNIS	Georgia
TG00GALPT	UA Census Landmark Point Features, 2000 - Georgia	GNIS	Georgia
TG00GALPY	UA Census Landmark Polygon Features, 2000 - Georgia	GNIS	Georgia
TG00GAMSA00	UA Census Metropolitan Statistical Areas, 2000 - Georgia	GNIS	Georgia
TG00GAPLC	UA Census Places, 1990 - Georgia	GNIS	Georgia
TG00GAPLC00	UA Census Places, 2000 - Georgia	GNIS	Georgia
TG00GAPUMA	UA Census Public Use Microdata Areas, 2000 - Georgia	GNIS	Georgia
TG00GASLDL	UA Census State Legislative Districts (Lower Chamber), 2000 - Georgia	GNIS	Georgia
TG00GASLDU	UA Census State Legislative Districts (Upper Chamber), 2000 - Georgia	GNIS	Georgia
TG00GATAZ	UA Census Traffic Analysis Zones, 2000 - Georgia	GNIS	Georgia
TG00GATRT	UA Census Tracts, 1990 - Georgia	GNIS	Georgia
TG00GATRT00	UA Census Tracts, 2000 - Georgia	GNIS	Georgia
TG00GAUNI	UA Census Unified School Districts, 2000 - Georgia	GNIS	Georgia
TG00GAURB	UA Census Urbanized Areas, 1990 - Georgia	GNIS	Georgia
TG00GAURB00	UA Census Urbanized Areas, 2000 - Georgia	GNIS	Georgia
TG00GAVOT00	UA Census Voting Districts, 2000 - Georgia	GNIS	Georgia
TG00GAWAT	UA Census Water Bodies, 2000 - Georgia	GNIS	Georgia
TG00GAZCTA	UA Census Zip Code Tabulation Areas, 2000 - Georgia	GNIS	Georgia
TG00GUBLK	UA Census Blocks, 1990 - Guam	GNIS	Guam
TG00GUBLK00	UA Census Blocks, 2000 - Guam	GNIS	Guam
TG00GUCCD	UA Census County Subdivisions, 1990 - Guam	GNIS	Guam
TG00GUCCD00	UA Census County Subdivisions, 2000 - Guam	GNIS	Guam
TG00GUCD106	UA Census Congressional Districts, 2000 - Guam	GNIS	Guam
TG00GUCDC	UA Census Congressional Districts, 1990 - Guam	GNIS	Guam
TG00GUCOLBLK	UA Census Collection Blocks, 2000 - Guam	GNIS	Guam
TG00GUCTY	UA Census Counties, 1990 - Guam	GNIS	Guam
TG00GUCTY00	UA Census Counties, 2000 - Guam	GNIS	Guam
TG00GUGRP	UA Census Block Groups, 1990 - Guam	GNIS	Guam
TG00GUGRP00	UA Census Block Groups, 2000 - Guam	GNIS	Guam
TG00GULKA	UA Census Class A Roads, 2000 - Guam	GNIS	Guam
TG00GULKC	UA Census Miscellaneous Ground Transportation Features, 2000 - Guam	GNIS	Guam
TG00GULKD	UA Census Landmark Line Features, 2000 - Guam	GNIS	Guam
TG00GULKE	UA Census Physical Features, 2000 - Guam	GNIS	Guam
TG00GULKF	UA Census Non-Visible Boundaries, 2000 - Guam	GNIS	Guam
TG00GULKH	UA Census Hydrographic Features, 2000 - Guam	GNIS	Guam
TG00GULPT	UA Census Landmark Point Features, 2000 - Guam	GNIS	Guam
TG00GULPY	UA Census Landmark Polygon Features, 2000 - Guam	GNIS	Guam
TG00GUPLC	UA Census Places, 1990 - Guam	GNIS	Guam
TG00GUPLC00	UA Census Places, 2000 - Guam	GNIS	Guam
TG00GUPUMA	UA Census Public Use Microdata Areas, 2000 - Guam	GNIS	Guam
