Source value,VIAF URI,VIAF Label
L. Prang & Co.,https://viaf.org/viaf/121005512,L. Prang & Co.
"L'Enfant, Pierre Charles, 1754-1825.",https://viaf.org/viaf/10792459,"L'Enfant, Pierre-Charles 1754-1825"
"L'Isle, Guillaume de, 1675-1726.",https://viaf.org/viaf/19841342,"Delisle, Guillaume, 1675-1726."
"Lagrive, Jean de, 1689-1757.",https://viaf.org/viaf/89765469,"Delagrive, Jean, 1689-1757"
"La Mare, Nicolas de, 1639-1723.",https://viaf.org/viaf/61580466,"La Mare, Nicolas de, 1639-1723"
Land Info (Firm),https://viaf.org/viaf/140990294,Land Info (Firm)
Lang & Laing Lith.,https://viaf.org/viaf/139658985,Lang & Laing Lith.
"Langdon, Samuel, 1723-1797.",https://viaf.org/viaf/15549990,"Langdon, Samuel, 1723-1797"
"Lange, Henry, 1821-1893.",https://viaf.org/viaf/37218677,"Lange, Henry, 1821-1893."
"Lange, mapmaker.",https://viaf.org/viaf/21940106,"Lange, mapmaker"
"Lapham, Increase Allen, 1811-1875.",https://viaf.org/viaf/64187101,"Lapham, Increase Allen, 1811-1875"
"Lapie, M. (Pierre), 1779-1850.",https://viaf.org/viaf/100311869,"Lapie, M. (Pierre), 1779-1850."
"Law, David, 1831-1902.",https://viaf.org/viaf/122334579,"Law, David (Scottish painter and engraver, 1831-1901/1902)"
"Leake, William Martin, 1777-1860.",https://viaf.org/viaf/27833332,"Leake, William Martin, 1777-1860"
"Le Clerc, Jean, 1657-1736.",https://viaf.org/viaf/49234977,"Le Clerc, Jean, 1657-1736."
"Lee, Thomas Jefferson, 1808-1891.",https://viaf.org/viaf/42941766,"Lee, Thomas Jefferson, 1808-1891"
Lee & Marsh.,https://viaf.org/viaf/147957607,Lee & Marsh
"Lenthold, H. F.",https://viaf.org/viaf/296312555,"Lenthold, H. F."
"Lepautre, Pierre, 1660-1744.",https://viaf.org/viaf/5199920,"Lepautre, Pierre, 1660-1744"
"Leth, Andries de, 1662-1731.",https://viaf.org/viaf/49526793,"Leth, Andries de 1662-1731"
"Leth, Hendrik de, 1703-1766.",https://viaf.org/viaf/61853243,"Leth, Hendrik de 1703-1766"
"Lewis, Samuel, 1753 or 4-1822.",https://viaf.org/viaf/67710358,"Lewis, Samuel 1753-1822"
Lewis & Dryden.,https://viaf.org/viaf/125904686,Lewis & Dryden Printing Company
Librairie Neal.,https://viaf.org/viaf/132637062,Librairie Neal
Libreria Spithover.,https://viaf.org/viaf/144637354,Libreria Spithöver
"Linant de Bellefonds, L.-M.-A. (Louis Maurice Adolphe), 1799-1883.",https://viaf.org/viaf/73944857,"Linant de Bellefonds, Louis Maurice Adolphe, 1799-1883"
"Lindenkohl, A.",https://viaf.org/viaf/28379563,"Lindenkohl, A."
Linköpings Lithografiska Aktiebolag.,https://viaf.org/viaf/53146094234000331450,Linköpings Lithografiska Aktiebolag
Lith. Kaeppelin.,https://viaf.org/viaf/127037845,Lith. Kaeppelin
"Loggan, David, 1635-1700?",https://viaf.org/viaf/100329291,"Loggan, David, 1635-1700?"
"López de Vargas Machuca, Tomás, 1731-1802",https://viaf.org/viaf/27152759,"López de Vargas Machuca, Tomás, 1731-1802."
"Lopez de Vargas Machuca, Tomas, 1731-1802.",https://viaf.org/viaf/27152759,"López de Vargas Machuca, Tomás, 1731-1802."
"López de Vargas Machuca, Tomás, 1731-1802.",https://viaf.org/viaf/27152759,"López de Vargas Machuca, Tomás, 1731-1802."
"Lotter, Gustav Conrad, 1746-1776.",https://viaf.org/viaf/83293662,"Lotter, Gustav Conrad, 1746-1776."
"Lotter, Tobias Conrad, 1717-1777.",https://viaf.org/viaf/3378475,"Lotter, Tobias Conrad, 1717-1777."
"Lovell, W. H. (William H.)",https://viaf.org/viaf/78451215,"Lovell, W. H. (William H.)"
"Luden, Heinrich,1778-1847.",https://viaf.org/viaf/100200048,"Luden, Heinrich, 1778?-1847"
"Luden, Heinrich, 1778-1847.",https://viaf.org/viaf/100200048,"Luden, Heinrich, 1778?-1847"
"Luffman, J. (John), 1756-1846.",https://viaf.org/viaf/21067749,"Luffman, J. (John), 1756-1846"
"Lydecker, G. J. (Garrett J.), 1843-1914.",https://viaf.org/viaf/11392454,"Lydecker, G. J. (Garrett J.), 1843-1914"
M.B. Brown & Co.,https://viaf.org/viaf/158740392,M.B. Brown & Co.
M'Corquodale & Co.,https://viaf.org/viaf/148207113,M'Corquodale & Co.
"Maedel, E. A.",https://viaf.org/viaf/99311699,"Maedel, E. A."
"Mahlmann, Heinrich, 1812-1848.",https://viaf.org/viaf/76113154,"Mahlmann, Heinrich, 1812-1848."
"Mahon, G. W. (George William)",https://viaf.org/viaf/24119819,"Mahon, G. W. (George William)"
"Major & Knapp Engraving, Manufacturing & Lithographic Co.",https://viaf.org/viaf/123599201,"Major & Knapp Engraving, Manufacturing & Lithographic Co."
"Malte-Brun, Victor Adolfe, 1816-1889.",https://viaf.org/viaf/4941926,"Malte-Brun, Victor-Adolphe, 1816-1889"
Manners and Miller.,https://viaf.org/viaf/155230445,Manners and Miller
"Mansfeld, Johann Ernst, 1739-1796.",https://viaf.org/viaf/2739543,"Mansfeld, Johann Ernst, 1739-1796"
Maria (Schooner),https://viaf.org/viaf/152584086,Maria (Schooner)
"Mariette, Pierre, 1603-1657.",https://viaf.org/viaf/32297184,"Mariette, Pierre, 1603?-1657"
"Martius, Karl Friedrich Philipp von, 1794-1868.",https://viaf.org/viaf/76416582,"Martius, Karl Friedrich Philipp von, 1794-1868."
"Martyn, Thomas, 1735-1825.",https://viaf.org/viaf/25383085,"Martyn, Thomas, 1735-1825"
Massachusetts. Bureau of Waste Prevention,https://viaf.org/viaf/134029547,Massachusetts. Bureau of Waste Prevention
Massachusetts. Dept. of Environmental Management,https://viaf.org/viaf/133399171,Massachusetts. Dept. of Environmental Management
Massachusetts. Dept. of Environmental Protection,https://viaf.org/viaf/136174635,Massachusetts. Department of Environmental Protection
Massachusetts. Dept. of Environmental Protection.,https://viaf.org/viaf/136174635,Massachusetts. Department of Environmental Protection
"Massachusetts. Dept. of Fisheries, Wildlife, and Environmental Law Enforcement",https://viaf.org/viaf/143179644,"Massachusetts. Department of Fisheries, Wildlife, and Environmental Law Enforcement"
Massachusetts. Dept. of Food and Agriculture,https://viaf.org/viaf/156681907,Massachusetts. Department of Food and Agriculture
Massachusetts. Division of Fisheries and Wildlife,https://viaf.org/viaf/152432835,Massachusetts. Division of Fisheries and Wildlife
Massachusetts. Division of Health Care Finance and Policy,https://viaf.org/viaf/145593040,Massachusetts. Division of Health Care Finance and Policy
Massachusetts. Division of Marine Fisheries,https://viaf.org/viaf/138373684,Massachusetts. Division of Marine Fisheries
Massachusetts. Division of Water Supply.,https://viaf.org/viaf/146659866,Massachusetts. Division of Water Supply
Massachusetts. General Court. House of Representatives.,https://viaf.org/viaf/151886994,Massachusetts. General Court. House of Representatives
Massachusetts. General Court. Senate,https://viaf.org/viaf/161514970,Massachusetts. General Court. Senate
Massachusetts. Highway Dept.,https://viaf.org/viaf/159738261,Massachusetts. Highway Department
Massachusetts. Natural Heritage & Endangered Species Program,https://viaf.org/viaf/126824146,Massachusetts. Natural Heritage & Endangered Species Program
Massachusetts. Natural Heritage & Endangered Species Program.,https://viaf.org/viaf/126824146,Massachusetts. Natural Heritage & Endangered Species Program
Massachusetts Bay Transportation Authority,https://viaf.org/viaf/132495559,Massachusetts Bay Transportation Authority
Massachusetts Coastal Zone Management Office,https://viaf.org/viaf/124175475,Massachusetts Coastal Zone Management Office
Massachusetts Department of Environmental Management,https://viaf.org/viaf/133399171,Massachusetts. Department of Environmental Management
Massachusetts Department of Environmental Protection,https://viaf.org/viaf/136174635,Massachusetts. Department of Environmental Protection
"Massachusetts Institute for Social and Economic Research, University of Massachusetts",https://viaf.org/viaf/143817204,Massachusetts Institute for Social and Economic Research
"Massachusetts Institute for Social and Economic Research, University of Massachusetts (MISER)",https://viaf.org/viaf/143817204,Massachusetts Institute for Social and Economic Research
Massachusetts Institute for Social and Economic Research (University of Massachusetts),https://viaf.org/viaf/143817204,Massachusetts Institute for Social and Economic Research
Massachusetts Office of Geographic and Environmental Information (MassGIS),https://viaf.org/viaf/153923499,MassGIS (Office : Mass.)
Massachusetts Water Resources Authority.,https://viaf.org/viaf/152526311,Massachusetts Water Resources Authority
MassGIS (Office : Mass.),https://viaf.org/viaf/153923499,MassGIS (Office : Mass.)
"Mathiot, G.",https://viaf.org/viaf/114662596,"Mathiot, G."
Matthews-Northrup Company.,https://viaf.org/viaf/167747240,Matthews-Northrup Company
Matthews-Northrup Works.,https://viaf.org/viaf/131267275,Matthews-Northrup Works
"Matz, Otto H., 1830-1919.",https://viaf.org/viaf/68606563,"Matz, Otto H., 1830-1919"
"Maverick, Peter, 1780-1831.",https://viaf.org/viaf/21114116,"Maverick, Peter, 1780-1831"
"Maverick, Samuel, 1789-1845.",https://viaf.org/viaf/27019442,"Maverick, Samuel, 1789-1845"
"Mayer, Tobias, 1723-1762.",https://viaf.org/viaf/9885993,"Mayer, Tobias, 1723-1762."
"McClellan, George Brinton, 1826-1885.",https://viaf.org/viaf/5231446,"McClellan, George Brinton, 1826-1885."
"McElroy, Archibald, 1800-1875.",https://viaf.org/viaf/59003223,"McElroy, Archibald, 1800-1875"
"McIntyre, H. (Henry)",https://viaf.org/viaf/153144647692207715565,"McIntyre, H. (Henry)"
"Meade, George Gordon, 1815-1872.",https://viaf.org/viaf/47563180,"Meade, George Gordon, 1815-1872"
"Mechel, Christian von, 1737-1817.",https://viaf.org/viaf/37158474,"Mechel, Christian von 1737-1817"
"Mejer, Johannes, 1606-1674.",https://viaf.org/viaf/56911893,"Mejer, Johannes, 1606-1674"
"Melish, John, 1771-1822.",https://viaf.org/viaf/40613970,"Melish, John, 1771-1822"
"Mellin, Ludvig August, grefve, 1754-1831.",https://viaf.org/viaf/59144814262147150770,"Mellin, Ludwig August, Graf, 1754-1831"
"Mercator, Gerhard, 1512-1594.",https://viaf.org/viaf/30352476,"Mercator, Gerhard, 1512-1594."
"Mercein, William A., d. 1850.",https://viaf.org/viaf/2347310,"Mercein, William A., -1850"
"Merian, Matthaeus, 1593-1650.",https://viaf.org/viaf/32000392,"Merian, Matthaeus, 1593-1650."
"Merian, Matthaeus, 1621-1687.",https://viaf.org/viaf/98612721,"Merian, Matthaeus, 1621-1687"
"Merlini, Cesare.",https://viaf.org/viaf/9876203,"Merlini, Cesare."
"Mesquita, engraver",https://viaf.org/viaf/31799421,Mesquita (Engraver)
"Mesquita, engraver.",https://viaf.org/viaf/31799421,Mesquita (Engraver)
Metropolitan Planning Organization (Mass.). Central Transportation Planning Staff,https://viaf.org/viaf/140770413,Metropolitan Planning Organization (Mass.). Central Transportation Planning Staff
"Metzeroth, Carl.",https://viaf.org/viaf/2773335,"Metzeroth, Carl."
"Metzeroth, G. B.",https://viaf.org/viaf/99346162,"Metzeroth, G. B."
"Meurs, Jacob van, 1619-1680.",https://viaf.org/viaf/95856170,"Meurs, Jacob van 1619-1680"
"Meyer, Joseph,1796-1856.",https://viaf.org/viaf/35252533,"Meyer, Joseph, 1796-1856"
"Meyer, Joseph, 1796-1856.",https://viaf.org/viaf/35252533,"Meyer, Joseph, 1796-1856"
"Mifflin, Thomas, 1744-1800.",https://viaf.org/viaf/96391773,"Mifflin, Thomas, 1744-1800"
"Milcent, F. D. (Fran. D.)",https://viaf.org/viaf/63810561,"Milcent, F. D. (Fran. D.)"
Military Order of the Loyal Legion of the United States. Commandery of the State of Massachusetts.,https://viaf.org/viaf/134987959,Military Order of the Loyal Legion of the United States. Commandery of the State of Massachusetts
Milwaukee Lith. & Engr. Co.,https://viaf.org/viaf/138346179,Milwaukee Lith. & Engr. Co.
Minnesota Population Center,https://viaf.org/viaf/152780792,University of Minnesota. Minnesota Population Center
"Mirbeck, C. L. B. (C. Lorenz B.)",https://viaf.org/viaf/63825018,"Mirbeck, C. L. B. (C. Lorenz B.)"
"Missigman, L.",https://viaf.org/viaf/4734654,"Missigman, L."
"Mitchell, John, 1711-1768.",https://viaf.org/viaf/6215669,"Mitchell, John, 1711-1768"
"Mitchell, S. Augustus (Samuel Augustus), 1792-1868.",https://viaf.org/viaf/72637097,"Mitchell, S. Augustus (Samuel Augustus), 1792-1868"
"Moithey, Maurille Antoine, 1732-ca. 1810.",https://viaf.org/viaf/148050480,"Moithey, Maurille-Antoine, 1732-1805"
"Molkow, E.",https://viaf.org/viaf/56385776,"Molkow, E."
"Moll, Herman, d. 1732.",https://viaf.org/viaf/114952028,"Moll, Herman, d. 1732"
Mondhare et Jean.,https://viaf.org/viaf/143188183,Mondhare et Jean
"Monin, Charles V.",https://viaf.org/viaf/19983814,"Monin, Charles V."
"Montanus, Arnoldus, 1625?-1683.",https://viaf.org/viaf/17233523,"Montanus, Arnoldus, 1625?-1683."
"Montiroli, Giovanni, b. 1837.",https://viaf.org/viaf/261642766,"Montiroli, Giovanni, 1837-"
"Montresor, John, 1736-1799.",https://viaf.org/viaf/34874984,"Montrésor, John, 1736-1799"
"Moore, W. Usborne (William Usborne), b. 1849.",https://viaf.org/viaf/31466355,"Moore, William Usborne 1849-"
"Morikawa, Yasuyuki, 19th cent.",https://viaf.org/viaf/258145542600996640952,"Morikawa, Yasuyuki, active 19th century"
"Morin, P.-L. (Pierre-Louis), 1811-1886.",https://viaf.org/viaf/39680049,"Morin, P.-L. (Pierre-Louis), 1811-1886"
"Morse, Jedidiah, 1761-1826.",https://viaf.org/viaf/59893447,"Morse, Jedidiah, 1761-1826"
"Morse, William Inglis, b. 1874.",https://viaf.org/viaf/28691731,"Morse, William Inglis, 1874-1952"
Morse and Tuttle.,https://viaf.org/viaf/149385549,Morse and Tuttle
"Morton, A. C., engineer.",https://viaf.org/viaf/56169444,"Morton, A. C. (Engineer)"
"Moser, Jefferson F.",https://viaf.org/viaf/309887146,"Moser, Jefferson F."
"Mosley, Charles, ca. 1720-ca. 1770.",https://viaf.org/viaf/95780410,"Mosley, Charles, ca. 1720-ca. 1770"
"Murray, John, Sir, 1841-1914.",https://viaf.org/viaf/229178654,"Murray, John, 1841-1914"
"Mynde, J., fl. 1740-1770.",https://viaf.org/viaf/96392832,"Mynde, James, 1702-1771"
"Nagel, Josef Anton, 1717-1794.",https://viaf.org/viaf/54945073,"Nagel, Josef Anton, 1717-1794"
National Earthquake Information Center,https://viaf.org/viaf/126638953,National Earthquake Information Center
National Food Information System (Eritrea),https://viaf.org/viaf/150436979,National Food Information System (Eritrea)
National Geophysical Data Center,https://viaf.org/viaf/127761767,National Geophysical Data Center
National Geospatial-Intelligence Agency,https://viaf.org/viaf/235711089,National Geospatial-Intelligence Agency
National Imagery and Mapping Agency,https://viaf.org/viaf/153911349,United States. National Imagery and Mapping Agency
National Park Service,https://viaf.org/viaf/142729626,National Park Service
National Wetlands Inventory (U.S.),https://viaf.org/viaf/264799367,National Wetlands Inventory (U.S.)
"Neele, Samuel John, 1758-1824.",https://viaf.org/viaf/95316580,"Neele, Samuel John, 1758-1824"
Netherlands. Topografische Dienst Kadaster,https://viaf.org/viaf/122459171,Netherlands. Topografische Dienst Kadaster
New England Street Railway Club.,https://viaf.org/viaf/151644924,New England Street Railway Club
New Orleans Association of Commerce.,https://viaf.org/viaf/151875679,New Orleans Association of Commerce
New York (N.Y.). Common Council.,https://viaf.org/viaf/123220686,New York (N.Y.). Common Council
New York (State). Canal Commissioners.,https://viaf.org/viaf/133225233,New York (State). Canal Commissioners
New York (State). Public Service Commission.,https://viaf.org/viaf/126113599,New York (State). Public Service Commission
New York and Boston Railroad Company,https://viaf.org/viaf/138488402,New York and Boston Railroad Company
New York Corresponding Association for the Promotion of Internal Improvements.,https://viaf.org/viaf/157201157,New York Corresponding Association for the Promotion of Internal Improvements
New Zealand. Dept. of Lands and Survey.,https://viaf.org/viaf/152366172,New Zealand. Dept. of Lands and Survey
New Zealand. General Survey Office.,https://viaf.org/viaf/168617714,New Zealand. General Survey Office
"Nibby, A. (Antonio), 1792-1839.",https://viaf.org/viaf/316731916,"Nibby, A. (Antonio), 1792-1839"
"Nicol, G. (George)",https://viaf.org/viaf/266418145,"Nicol, G. (George)"
"Niebuhr, Carsten, 1733-1815.",https://viaf.org/viaf/7521573,"Niebuhr, Carsten, 1733-1815."
"Nishinomiya, S.",https://viaf.org/viaf/63816201,"Nishinomiya, S."
"Nolin, Jean Baptiste, 1648-1708.",https://viaf.org/viaf/107038438,"Nolin, Jean-Baptiste, 1648-1708"
"Nolli, Giambattista, ca. 1692-1756.",https://viaf.org/viaf/100170350,"Nolli, Giovanni Battista, 1692?-1756"
"Norman, John, 1748?-1817.",https://viaf.org/viaf/96275679,"Norman, John, 1748?-1817"
"Norman, William, d. 1807.",https://viaf.org/viaf/62865263,"Norman, William, -1807"
"Nussli, Christos",https://viaf.org/viaf/202141306,"Nüssli, Christos"
"Nussli, Marc-Antoine",https://viaf.org/viaf/19382220,"Nüssli, Marc-Antoine"
"O'Callaghan, E. B. (Edmund Bailey), 1797-1880.",https://viaf.org/viaf/10651998,"O'Callaghan, E.B. (Edmund Bailey), 1797-1880"
"O'Shaughnessy, M. M. (Michael Maurice), 1864-1934.",https://viaf.org/viaf/253735101,"O'Shaughnessy, M. M., 1864-1934"
"Oakley, Edward, 18th cent.",https://viaf.org/viaf/77762942,"Oakley, Edward, active 18th century"
Oak Ridge National Laboratory,https://viaf.org/viaf/149970335,Oak Ridge national laboratory
"Oertly, B.",https://viaf.org/viaf/305038996,"Oertly, B."
Office of Geographic and Environmental Information (MassGIS),https://viaf.org/viaf/153923499,MassGIS (Office : Mass.)
Office of the Engineer Commissioner D.C.,https://viaf.org/viaf/145482670,Office of the Engineer Commissioner D.C.
Offizielles Verkehrsburo Zurich.,https://viaf.org/viaf/157970651,Offizielles Verkehrsbüro Zürich
"Olmsted, Frederick Law, 1822-1903.",https://viaf.org/viaf/49240034,"Olmsted, Frederick Law, 1822-1903"
"Olmsted, Olmsted, and Eliot.",https://viaf.org/viaf/147917335,"Olmsted, Olmsted, and Eliot"
"Orbigny, Alcide Dessalines d', 1802-1857.",https://viaf.org/viaf/95291019,"Orbigny, Alcide d', 1802-1857"
"Ord, Edward Otho Cresap, 1818-1883.",https://viaf.org/viaf/1277031,"Ord, Edward Otho Cresap, 1818-1883"
"Ortelius, Abraham, 1527-1598.",https://viaf.org/viaf/32104723,"Ortelius, Abraham, 1527-1598."
"Oscar Brunn, Kartographische Anstalt.",https://viaf.org/viaf/137541494,"Oscar Brunn, Kartographische Anstalt"
Oscar und Robert Enoch (Firm),https://viaf.org/viaf/139939503,Oscar und Robert Enoch (Firm)
"Ottens, J. (Josua), 1704-1765.",https://viaf.org/viaf/61806293,"Ottens, Josua, 1704-1765."
"Ottens, R. (Reinier), 1698-1750.",https://viaf.org/viaf/76573891,"Ottens, Reinier, 1698-1750"
"Owen, W. F. W., 1774-1857.",https://viaf.org/viaf/238574,"Owen, W. F. W., 1774-1857"
"P. et G. Rey, Libraires.",https://viaf.org/viaf/158666638,"P. et G. Rey, Libraires"
P.S. Duval & Co.,https://viaf.org/viaf/127812151,P.S. Duval & Co.
P.S. Duval & Son.,https://viaf.org/viaf/131318908,P.S. Duval & Son
"Page, Thomas Hyde, Sir, 1746-1821.",https://viaf.org/viaf/30784881,"Page, Thomas Hyde, Sir, 1746-1821"
"Palmer, W. R. (William R.), d. 1862.",https://viaf.org/viaf/24466519,"Palmer, W. R. (William R.), -1862"
Paris (France). Conseil municipal.,https://viaf.org/viaf/169060830,"Paris., Conseil Municipal"
"Parkman, Francis, 1823-1893",https://viaf.org/viaf/36922833,"Parkman, Francis, 1823-1893."
"Parkman, Francis, 1823-1893.",https://viaf.org/viaf/36922833,"Parkman, Francis, 1823-1893."
"Parrott, William P.",https://viaf.org/viaf/63371139,"Parrott, William P."
"Patterson, C. P. (Carlile Pollock), 1816-1881.",https://viaf.org/viaf/53236164,"Patterson, Carlile Pollock, 1816-1881"
"Peabody, M. M. (Moody Morse), 1789-1866.",https://viaf.org/viaf/11978622,"Peabody, M. M. (Moody Morse), 1789-1866"
"Pease, Richard H., 1813-1869.",https://viaf.org/viaf/50691115,"Pease, Richard H., 1813-1869"
"Peirce, Benjamin, 1809-1880.",https://viaf.org/viaf/39679889,"Peirce, Benjamin, 1809-1880"
Pelletreau & Raynor.,https://viaf.org/viaf/145794242,Pelletreau &Raynor
"Pendleton, John B., 1798-1866.",https://viaf.org/viaf/77805979,"Pendleton, John B., 1798-1866"
Pennsylvania. Bureau of Topographic and Geologic Survey.,https://viaf.org/viaf/1687147312816737970009,Pennsylvania. Bureau of Topographic and Geologic Survey
"Perham, Benjamin Franklin, 1806-ca. 1837.",https://viaf.org/viaf/72982505,"Perham, Benjamin Franklin, 1806-approximately 1837"
"Perret, Jean-Jacques, 1730-1784.",https://viaf.org/viaf/12338107,"Perret, Jean-Jacques, 1730-1784"
"Perthes, Justus, firm, Gotha.",https://viaf.org/viaf/149664474,"Justus Perthes (Firm : Gotha, Germany)"
"Pestagalli, Ang.",https://viaf.org/viaf/311782617,"Pestagalli, Ang."
"Peters, Nicolaus, 1620-1705.",https://viaf.org/viaf/65066644,"Peters, Nikolaus, 1620-1705"
"Peucker, Karl, 1859-1940.",https://viaf.org/viaf/10590031,"Peucker, Karl, 1859-1940"
"Pfyffer von Wyher, Franz Ludwig, 1716-1802.",https://viaf.org/viaf/42177167,"Pfyffer von Wyher, Franz Ludwig, 1716-1802"
"Phelps, Humphrey, 19th cent.",https://viaf.org/viaf/48783970,"Phelps, Humphrey, active 19th century"
"Philadelphia, Wilmington, and Baltimore Rail Road Company.",https://viaf.org/viaf/149366355,"Philadelphia, Wilmington, and Baltimore Rail Road Company"
Photo Eng. Co.,https://viaf.org/viaf/145633009,Photo Engraving Co.
"Piale, Giacinta Vedova.",https://viaf.org/viaf/78601098,"Piale, Giacinta Vedova"
"Pichardo y Tapia, Esteban, 1799-1879.",https://viaf.org/viaf/17160970,"Pichardo y Tapia, Estéban, 1799-1879"
"Picquet, Charles, 1771-1827.",https://viaf.org/viaf/24902761,"Picquet, Charles, 1771-1827"
"Picquet, Charles.",https://viaf.org/viaf/24902761,"Picquet, Charles."
"Pine, John, 1690-1756.",https://viaf.org/viaf/34796690,"Pine, John, 1690-1756"
"Pingeling, T. A. (Thomas Albrecht), 1727-1803.",https://viaf.org/viaf/52114694,"Pingeling, Thomas Albrecht, 1727-1803"
"Pinkham, Paul, 1736-1799.",https://viaf.org/viaf/14617653,"Pinkham, Paul, 1736-1799"
"Pissis, Pedro Jose Amado, 1812-1889.",https://viaf.org/viaf/19982520,"Pissis, Aimé, 1812-1889"
Politikens forlag.,https://viaf.org/viaf/125470268,Politikens forlag
"Polleunis, Ceuterick & Lefebure.",https://viaf.org/viaf/159831927,"Polleunis, Ceuterick et Lefébure (Bruksela)."
"Poppleton, Thomas H.",https://viaf.org/viaf/148176023,"Poppleton, Thomas H."
Portland (Or.). Commission of Public Docks.,https://viaf.org/viaf/131976601,"Portland, Or. Commission of Public Docks"
Portland & Rochester Railroad Company,https://viaf.org/viaf/140937545,Portland & Rochester Railroad Company
"Powers, Jas. D.",https://viaf.org/viaf/12111534,"Powers, Jas. D."
"Prévost, abbé, 1697-1763.",https://viaf.org/viaf/17228264,"Prévost, abbé, 1697-1763"
"Price, Jonathan, d. 1822.",https://viaf.org/viaf/76162815,"Price, Jonathan, -1822"
"Price, William, fl. 1725-1769.",https://viaf.org/viaf/50467488,"Price, William, active 1725-1769"
Providence (R.I.). City Engineers Office.,https://viaf.org/viaf/250392142,Providence (R.I.). City Engineer's Office
Prussia (Germany). Landesaufnahme.,https://viaf.org/viaf/140862888,Prussia (Germany). Landesaufnahme
R. & J. Ottens.,https://viaf.org/viaf/121011432,R. & J. Ottens
R.L. Polk & Co.,https://viaf.org/viaf/140260956,R.L. Polk & co.
R. Oldenbourg Verlag.,https://viaf.org/viaf/122203901,R. Oldenbourg Verlag.
Railway Clearing House.,https://viaf.org/viaf/261432937,Railway Clearing House
"Ram, Johannes de, 1648-1693.",https://viaf.org/viaf/44606707,"Ram, Johannes de 1648-1693"
"Rand, Avery & Co.",https://viaf.org/viaf/137664285,"Rand, Avery & Co."
"Rand, Edward Lothrop, 1859-1924.",https://viaf.org/viaf/67249227,"Rand, Edward L. (Edward Lothrop), 1859-1924"
Rand McNally and Company.,https://viaf.org/viaf/137487244,"Rand McNally, and Company"
"Ravenstein, Ernest George, 1834-1913.",https://viaf.org/viaf/78771594,"Ravenstein, Ernst Georg, 1834-1913"
"Rease, W. H.",https://viaf.org/viaf/45650654,"Rease, W. H."
Redding & Co.,https://viaf.org/viaf/130944982,Redding & Co.
"Reed, John, 1738-1776.",https://viaf.org/viaf/100368402,"Reed, John, 1738-1776"
"Reinecke, J. C. M. (Johann Christoph Matthias), 1770-1818.",https://viaf.org/viaf/62344149,"Reinecke, Johann Christoph Matthias, 1769-1818"
"Reinecke, Johann Matthias Christoph, 1770-1818.",https://viaf.org/viaf/2781145857005422920871,"Reinecke, Johann Matthias Christoph 1768/1770-1818"
"Remondini, Giuseppe Antonio, 1747-1811.",https://viaf.org/viaf/68995053,"Remondini, Giuseppe, 1745-1811"
"Renaud, Armand, 1836-1895.",https://viaf.org/viaf/32038239,"Renaud, Armand, 1836-1895"
"Rennell, James, 1742-1830.",https://viaf.org/viaf/76436481,"Rennell, James, 1742-1830."
"Research & Polling, Inc.",https://viaf.org/viaf/232674091,"Research & Polling, Inc."
Rey et Gravier.,https://viaf.org/viaf/154342434,Rey et Gravier (Paris)
"Ricketts, James J.",https://viaf.org/viaf/7139751,"Ricketts, James J."
Rijksinstituut voor Volksgezondheid en Milieuhygi???ne (Netherlands),https://viaf.org/viaf/149584218,Rijksinstituut voor Volksgezondheid en Milieuhygiëne (Netherlands)
"Rizzi-Zannoni, Giovanni Antonio, 1736-1814.",https://viaf.org/viaf/15014524,"Rizzi-Zannoni, Giovanni-Antonio 1736-1814"
Robert Sayer and John Bennett (Firm),https://viaf.org/viaf/121007310,Robert Sayer and John Bennett (Firm)
"Robertson, John, fl. 1760-1790.",https://viaf.org/viaf/29409124,"Robertson, John, active 1760-1790"
"Robinson, Lewis, 1793-1871.",https://viaf.org/viaf/36541476,"Robinson, Lewis, 1793-1871"
"Rocca, Louis, publisher.",https://viaf.org/viaf/51498014,"Rocca, Louis (Publisher)"
"Rock, Joseph Francis Charles, 1884-1962.",https://viaf.org/viaf/42089497,"Rock, Joseph Francis Charles, 1884-1962"
"Rocque, John, d. 1762.",https://viaf.org/viaf/104050920,"Rocque, John, -1762"
"Rodgers, John, 1812-1882.",https://viaf.org/viaf/15074515,"Rodgers, John, 1812-1882"
Rosselin (Firm),https://viaf.org/viaf/168656096,Rosselin (Firm)
"Roth, C. M. (Christoph Melchior), 1720-1798.",https://viaf.org/viaf/69234259,"Roth, Christoph Melchior, 1720-1798"
Royal Geographical Society (Great Britain),https://viaf.org/viaf/138109643,Royal Geographical Society (Great Britain)
Royal Geographical Society (Great Britain).,https://viaf.org/viaf/138109643,Royal Geographical Society
"Ruggles, Edward, fl. 1789-1817.",https://viaf.org/viaf/9230778,"Ruggles, Edward, active 1789-1817"
"Rushton, William, fl. 1833-1863.",https://viaf.org/viaf/22098173,"Rushton, William, active 1833-1863"
Russia Armiia. Voenno-topograficheskoe depo.,https://viaf.org/viaf/150065443,Russia. Armii︠a︡. Voenno-topograficheskoe depo
"Russo, Giosue, 1781-1840.",https://viaf.org/viaf/310729814,"Russo, Giosuè, 1781-1840"
"Rwanda. Ministere des terres, de la reinstallation et de la protection de l'environnement",https://viaf.org/viaf/150433959,"Rwanda. Ministère des terres, de la réinstallation et de la protection de l'environnement"
S. Stiles & Co.,https://viaf.org/viaf/134137306,S. Stiles & Co.
